Identifier	Character	Dialogue	Filename	Line Number
beijing_interview_after_f8fbeab5		Everything I ever learnt about him indicated that... wealth controlled his choices.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	635
beijing_interview_after_10dfdf0d		Sadly he died before he realised how the Republic failed China.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	636
beijing_interview_after_1e6187dd		or the shortlived Empire before the warlord era.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	637
beijing_interview_after_351853bb		Beyond the Sakura tree was a pond he had hired workers to build.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	638
beijing_interview_after_fcab958a		Apart from showing off his wealth he would also use this pond to grow Lotuses.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	639
beijing_interview_after_4a929fa0		He would grow them in bulks and sell them to Buddhists and Buddhist temples in which he would get blessed and make money.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	640
beijing_interview_after_68c118a3		now.. he wasn't shallow that he did that for profit.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	641
beijing_interview_after_af03b872		He was a devout buddhist.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	642
beijing_interview_after_192a0b7c		He would donate large sums of charity to people in need and temples.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	643
beijing_interview_after_c65c1e7d		I kept walking on until the pond came into view.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	644
beijing_interview_after_92334364		Black and white pictures showed budding and blossomed Lotuses on the surface of the water.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	645
beijing_interview_after_fd52d356		Earlier photos even had swans in them.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	646
beijing_interview_after_7e1ebe42		What I saw in front of me was neither.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	647
beijing_interview_after_e8a5682f		The water was brown, murky and thick.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	648
beijing_interview_after_6db7e247		It was hard to believe anything nice was in there anymore.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	649
beijing_interview_after_7629b577		Uncle Ku refused to spend his inheritance money on refurbishing things around the house.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	650
beijing_interview_after_00862d6e		He dared not indulge in materialism and wealth of any kind.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	651
beijing_interview_after_6fe907e6		He preferred and carried a metaphorical banner of being a rich man in poor clothing.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	652
beijing_interview_after_ebe844e9		I stared at the pathetic pond.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	653
beijing_interview_after_d0f41e1e		The pond that gave up on life.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	654
beijing_interview_after_5519c874		Gave up on struggling.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	655
beijing_interview_after_700aaef1	Lc	He should have hired people to dig a well.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	656
beijing_interview_after_53f4819f		I turned around fast before facing Lao-Chang.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	657
beijing_interview_after_ef41dda5		We called him that because he was an old milkman who didn't want to retire.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	658
beijing_interview_after_766758c2		Hence the name "old Chang".	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	659
beijing_interview_after_954620d2	fang	I would agree.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	660
beijing_interview_after_47c7117c	fang	That would have been better for the community.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	661
beijing_interview_after_51cf1c6b	Lc	We have a groundwater well over on the other side that was dug by Ma Wen's father.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	662
beijing_interview_after_40f7e397	Lc	It's near the animals a lot, people are scared that they'll find chicken shit.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	663
beijing_interview_after_a9e99285	fang	Uncle Ku is a miser wearing the mask of Taoism.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	664
beijing_interview_after_32905f9c	Lc	That's your opinion.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	665
beijing_interview_after_ff0ca3f8	Lc	I'm sure if we held a petition he would support it.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	666
beijing_interview_after_99f1e7bb	fang	Really?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	667
beijing_interview_after_166f331d		I wasn't sure if that would suspend my disbelief.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	668
beijing_interview_after_e3fa8c6c	Lc	Calling him a miser won't do him justice.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	669
beijing_interview_after_58c4b395	Lc	He isn't the kind of person who spends money on themselves.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	670
beijing_interview_after_c914987d	Lc	He would rather spend it to support others.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	671
beijing_interview_after_4a0c57eb		He was old enough to know how everyone functioned in this community.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	672
beijing_interview_after_0592966d	fang	If you ask him, he will.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	673
beijing_interview_after_6eac22d6		Lao Chang laughed.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	674
beijing_interview_after_b5e3e99c	Lc	You remind me of your grandpa.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	675
beijing_interview_after_6497d090		Lao Chang sat down on the damp grass next to me that faced the miserable pond.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	676
beijing_interview_after_3480fcf4	fang	How so?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	677
beijing_interview_after_34567f3c	Lc	Whenever there was war... the fella just got into a bad mood.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	678
beijing_interview_after_660b721e	Lc	During the northern expedition when Chiang Chieh-shih tried to take back from those warlords..	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	679
beijing_interview_after_bcba409c	Lc	He had a sulky mood for a week.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	680
beijing_interview_after_10eb640b		Lao Chang dug his hand into the basket tied to his bicycle and took out a rice snack.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	681
beijing_interview_after_4fd10ba3	Lc	You see. His sister was back in Kwangchow where this crazy reunifier was wailing war and unifying cities under his control.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	682
beijing_interview_after_febdeee5	Lc	He wouldn't get any of her letters from kwangchow so he sulked.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	683
beijing_interview_after_de51510d		Lao Chang bit into his rice snack and chewed it open mouthed.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	684
beijing_interview_after_7de84871	Lc	He sent out a lot of letters to.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	685
beijing_interview_after_b515e6b4	Lc	I wonder where they went.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	686
beijing_interview_after_cd9e96e6		Lao Chang gazed at the shitty pond. Like it was beautiful as my Great-Grandfather had left it.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	687
beijing_interview_after_b06eb32e	Lc	Eventually you got this shithole situation where there are so many warlords and everyone wants to crown a new China.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	688
beijing_interview_after_6c67dca3	Lc	Who do you think will crown a new China?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	689
beijing_interview_after_45f1cd81	fang	I think Chiang Chie Shih	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	692
beijing_interview_after_56e5583c	fang	He has proclaimed central government.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	693
beijing_interview_after_c8424e1e	fang	The warlords even cooperate with him.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	694
beijing_interview_after_5ca73828	fang	It's more or less if he can centralize power to one form of government.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	695
beijing_interview_after_37ba2c0e	Lc	That's a good bet.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	696
beijing_interview_after_3dab7ea6	Lc	The national Revolutionary Army rolled over everyone in the Northern Camapaign.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	697
beijing_interview_after_84c21822	Lc	If they keep those troops moralised Dr Sun's democracy will come back to us.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	698
beijing_interview_after_5dc869d2	fang	Chiang Chi Shih seems to be too right wing and authoritarian.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	700
beijing_interview_after_2df348af	fang	He doesn't cooperate with appeasing the Japanese or the warlords.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	701
beijing_interview_after_d05bc75d	fang	Personally Wang Ching Wei's left Kuomintang will be more liked by foreign nations.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	702
beijing_interview_after_29b315e1	Lc	The left Kuomintang are an interesting bunch.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	703
beijing_interview_after_b3c8a0dc	Lc	I can't read so I never get much info about politics.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	704
beijing_interview_after_8eae81eb	fang	Wang Ching Wei was close with Dr Sun in the first republic.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	705
beijing_interview_after_1e64a525	fang	He lost the power struggle in the Kuomintang to Chiang Chie Shih.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	706
beijing_interview_after_9aae0b63	fang	I think he thinks well.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	707
beijing_interview_after_f7238d44	Lc	I think he's a bit too crazy for the Guizi.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	708
beijing_interview_after_57dacea0	Lc	He prefers to appease a rising colonial power.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	709
beijing_interview_after_37b45375	Lc	That's basically feeding a pig a little snack so it won't eat a lot.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	710
beijing_interview_after_a140f562	fang	I guess, I understand what you mean.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	711
beijing_interview_after_afd0d03b	Lc	Plus Wang doesn't ever cooperate with Chiang, I think Wang will leave and form his own little thing like he did back in Wuhan.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	712
beijing_interview_after_9d0b78d9	fang	I think so too.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	713
beijing_interview_after_d8a385ec	Lc	Ever since he failed with cooperating with the Yan'an communists, he's becoming more and more right wing.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	714
beijing_interview_after_de6e47dd	Lc	Ever since the republic was established, the biggest worry is extremism.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	715
beijing_interview_after_c11b339f		Lao Chang took a bit out of his rice snack.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	716
beijing_interview_after_47c18bb2	Lc	Everyone is thinking "What form of government is fit to rule 460 million people?".	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	717
beijing_interview_after_50dd11be	Lc	Then they all start shooting each other.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	718
beijing_interview_after_41874980		Lao Chang gives a hearty laugh at this satirical joke he made.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	719
beijing_interview_after_a0e7c27c		I grin in response.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	720
beijing_interview_after_5d4d4db0	fang	but I think we should at least appease until our military is ready to right Japan.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	721
beijing_interview_after_ec376d98	fang	I don't know if full scale war will happen from the Marco-Polo bridge incident..but it is imminent.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	722
beijing_interview_after_0c37e037	fang	That's for sure.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	723
beijing_interview_after_0be7aa00	Lc	I guess, it's depressing we got to live through this.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	724
beijing_interview_after_d2a03b79	fang	I think Li Tsung-Jen	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	726
beijing_interview_after_fcd2fb82	Lc	The Kwanghsi leader?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	727
beijing_interview_after_b2278578	fang	He and Pai Ch'ung-hsi were the ones that captured Beijing.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	728
beijing_interview_after_d7405b5c	fang	I think they have quite an influence over the central government.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	729
beijing_interview_after_e680bd94	fang	I wouldn't be suprised if Li Tsung-Jen was reinstated as a general and rose up the ranks in Chiang's government.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	730
beijing_interview_after_599d47f5	Lc	He is quite capable.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	731
beijing_interview_after_701384f1	Lc	I like how he works.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	732
beijing_interview_after_c47c6583	fang	The communists were supposed to be kicked out of Yan'an.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	734
beijing_interview_after_efcdc3cf	fang	After Chang Hsueh-liang took Chiang hostage to focus on the Japanese they stopped attacking the communists.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	735
beijing_interview_after_4577d62d	fang	Now that they are thriving and gaining support I think they have a chance after the war to seize victory against an unstabke governmnet.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	736
beijing_interview_after_9b798a35	fang	I'm no communist, but I think when all this ends, Mao's face will be on the Tiananmen Square.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	737
beijing_interview_after_543f5afb	Lc	His rhetoric is good also.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	738
beijing_interview_after_3a110016		Lao Chang pulled out some grass as he munched on another bite of his rice snack.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	739
beijing_interview_after_be204bd2	Lc	Those poor peasants want land, freedom and empowerment.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	740
beijing_interview_after_f9fcbc56	Lc	The communist revolution gives them that oppurtunity.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	741
beijing_interview_after_a22676c8	fang	How do you know so much about the communists?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	742
beijing_interview_after_de711df8		Lao Chang munched on his snack and turned to face me.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	743
beijing_interview_after_3eec8855	Lc	The village center always tells what they're up to so he can undermine them and their anti-buddhist, anti-taoist philosophies.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	744
beijing_interview_after_998bc053	Lc	It looks like foolish advertising to me.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	745
beijing_interview_after_a1704a67		Lao Chang took another bite from his rice snack.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	746
beijing_interview_after_b1e40fc1	Lc	I think I'm happy giving milk to people everyday.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	747
beijing_interview_after_afe500a8	Lc	My ribs might be showing a lot, but my good deeds will grant me something good in my next life.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	748
beijing_interview_after_96305c83	Lc	Even if there isn't a next life at least I'll be happy in this one.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	749
beijing_interview_after_68f6df2f	Lc	Who knows maybe my hard work will pay off and I'll live in a palace of gold even.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	750
beijing_interview_after_c38957b4		Lao Chang gave a dry hearty laugh.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	751
beijing_interview_after_d9b0b5c9	fang	I don't know.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	753
beijing_interview_after_22dd67ae	fang	Normally I don't engage in politics so much.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	754
beijing_interview_after_36206a54	Lc	Eh?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	755
beijing_interview_after_76db1228	Lc	That's fine.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	756
beijing_interview_after_40bd1dc6	Lc	I don't have an interest.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	757
beijing_interview_after_9834a8ea	Lc	If I know anything about politics it's because Guo Heng's father always shouts about it in the village center over some tea.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	758
